Customer_ID,Date,Time,UID,Price,Item,Product Model
4001,2010-01-18,0.5488495103980029,8,1,401k/403b,T1
4001,2011-01-10,0.5098273729332108,8,1,401k/403b,T1
4001,2011-01-10,0.6470247956988565,3,1,IRA,V1
4001,2011-02-06,0.501192467739219,1,1,401k/403b,V1
4001,2010-09-11,0.39877107076932233,11,1,Roth IRA,T1
4001,2010-08-25,0.3567788062864141,8,1,401k/403b,T1
4001,2010-08-25,0.5780580605927512,8,1,401k/403b,T1
4001,2010-09-11,0.35722704755314044,5,1,HSA,HSA
4001,2010-09-11,0.5976984947605112,6,1,529,V1
4001,2010-08-24,0.6108897549503682,12,1,401k/403b,T2
4001,2010-08-24,0.26002959109877,5,1,HSA,HSA
4001,2010-03-22,0.4981831450460383,5,1,HSA,HSA
4001,2010-03-22,0.45668449993793536,7,1,ESA,V1
4002,2011-03-25,0.3532108398513421,11,1,Roth IRA,T1
4002,2011-03-25,0.441854921974803,5,1,HSA,HSA
4002,2011-07-04,0.6223428214600629,12,1,401k/403b,T2
4003,2011-10-23,0.501212674308621,5,1,HSA,HSA
4003,2011-11-13,0.32853816928377116,9,1,SEP IRA,T1
4003,2011-11-13,0.693688440576333,12,1,401k/403b,T2
4004,2012-01-13,0.26476368979021775,5,1,HSA,HSA
4004,2012-01-13,0.5455300986898,5,1,HSA,HSA
4004,2011-04-13,0.33663755735671635,12,1,401k/403b,T2
4004,2011-04-13,0.4003808437070995,8,1,401k/403b,T1
4004,2012-12-17,0.4902834936060102,12,1,401k/403b,T2
4004,2011-08-12,0.32993204702256573,12,1,401k/403b,T2
4004,2012-03-06,0.32316505303735715,10,1,IRA,T1
4004,2012-07-03,0.3545957285625873,9,1,SEP IRA,T1
4004,2010-07-02,0.0007017543319863817,10,1,IRA,T1
4004,2010-07-02,0.6197407890609787,7,1,ESA,V1
4004,2010-07-02,0.5858966384021554,3,1,IRA,V1
4004,2010-07-02,0.30506525663527695,2,1,SEP IRA,V1
4005,2011-04-26,0.847295224260395,12,1,401k/403b,T2
4005,2011-04-26,0.5548625799225602,12,1,401k/403b,T2
4005,2011-08-31,0.5690035003145523,8,1,401k/403b,T1
4005,2012-08-05,0.3533753837257122,5,1,HSA,HSA
4005,2011-04-23,0.31248776000669987,8,1,401k/403b,T1
4005,2010-08-23,0.4566440645223092,1,1,401k/403b,V1
4005,2010-08-23,0.8363867797892962,12,1,401k/403b,T2
4006,2010-07-04,0.17231680799707128,1,1,401k/403b,V1
4006,2011-01-13,0.39468405639599236,8,1,401k/403b,T1
4006,2011-01-13,0.4506136218990581,5,1,HSA,HSA
4006,2011-07-05,0.62809029038006,12,1,401k/403b,T2
4006,2010-02-10,0.43812903012148297,4,1,Roth IRA,V1
4007,2012-06-10,0.7675481787513894,2,1,SEP IRA,V1
4007,2012-11-15,0.7069310174756194,4,1,Roth IRA,V1
4007,2012-08-19,0.714311527310249,6,1,529,V1
4007,2012-10-19,0.8777900001868988,12,1,401k/403b,T2
4007,2012-05-27,0.9323067186339459,6,1,529,V1
4007,2012-05-27,0.958771400405578,2,1,SEP IRA,V1
4007,2012-05-27,0.7382744393547598,5,1,HSA,HSA
4007,2012-05-27,0.9066701430460278,6,1,529,V1
4007,2010-11-06,0.9095943494283445,6,1,529,V1
4007,2011-12-23,0.6587785908761391,6,1,529,V1
4007,2010-03-20,0.6788184268807171,6,1,529,V1
4007,2010-03-20,0.7593334893052057,12,1,401k/403b,T2
4007,2011-08-06,0.7378562238404872,3,1,IRA,V1
4007,2012-05-25,0.8779049109778714,12,1,401k/403b,T2
4007,2011-06-24,0.7305864466788276,7,1,ESA,V1
4007,2011-06-24,0.7012114614511719,6,1,529,V1
4007,2011-06-24,0.893874638012853,12,1,401k/403b,T2
4007,2011-06-24,0.761586908253917,1,1,401k/403b,V1
4007,2012-10-15,0.592816318778353,7,1,ESA,V1
4007,2012-10-15,0.8640610265365111,6,1,529,V1
4007,2012-10-15,0.936829834989043,7,1,ESA,V1
4007,2012-10-15,0.9651521453391056,1,1,401k/403b,V1
4007,2010-07-07,0.9055414727937596,6,1,529,V1
4007,2010-07-07,0.7533857775856194,6,1,529,V1
4007,2012-10-09,0.8827194007994286,6,1,529,V1
4007,2012-10-09,0.6675663465051871,10,1,IRA,T1
4007,2012-10-09,0.8537762752487116,5,1,HSA,HSA
4007,2011-08-02,0.8309188978070349,4,1,Roth IRA,V1
4007,2011-08-02,0.8781586080972137,5,1,HSA,HSA
4007,2012-07-05,0.9093165449120576,8,1,401k/403b,T1
4007,2012-07-05,0.8872576055186545,7,1,ESA,V1
4007,2012-12-28,1.0324437308668566,11,1,Roth IRA,T1
4008,2011-08-02,0.5042148739197387,5,1,HSA,HSA
4008,2010-10-16,0.6630847808017833,8,1,401k/403b,T1
4009,2012-05-19,0.7881949175193186,2,1,SEP IRA,V1
4009,2012-02-07,0.9089757753650823,1,1,401k/403b,V1
4009,2012-02-07,0.6355466984836081,6,1,529,V1
4009,2010-03-24,0.71974740199563,7,1,ESA,V1
4009,2010-03-24,0.509651584890072,8,1,401k/403b,T1
4009,2011-07-18,0.746440427421498,6,1,529,V1
4009,2011-06-06,0.6680635407289338,6,1,529,V1
4010,2010-03-06,0.22555516571890877,6,1,529,V1
4010,2012-08-16,0.5737986052117805,11,1,Roth IRA,T1
4010,2012-09-01,0.6376915625657666,12,1,401k/403b,T2
4010,2012-04-27,0.8015491614546753,6,1,529,V1
4010,2010-09-16,0.5198672035917087,1,1,401k/403b,V1
4010,2010-09-16,0.5932748715028799,1,1,401k/403b,V1
4010,2010-09-16,0.4533926940766124,11,1,Roth IRA,T1
4010,2010-09-16,0.5674559509938355,2,1,SEP IRA,V1
4010,2010-09-16,0.2512452641151555,6,1,529,V1
4010,2010-07-20,0.23900566141038793,12,1,401k/403b,T2
4010,2010-07-20,0.542184719853257,6,1,529,V1
4010,2012-11-24,0.8719126929904057,2,1,SEP IRA,V1
4010,2012-11-24,0.47853525197303015,9,1,SEP IRA,T1
4010,2011-02-26,0.750161247140294,1,1,401k/403b,V1
4010,2011-02-26,0.43817931404400834,12,1,401k/403b,T2
4010,2011-02-26,0.39966330212232914,9,1,SEP IRA,T1
4010,2011-02-26,0.6796512513009981,2,1,SEP IRA,V1
4010,2011-10-20,0.544891865150193,1,1,401k/403b,V1
4010,2011-10-20,0.909660524677347,8,1,401k/403b,T1
4010,2011-10-20,0.5181065266012419,10,1,IRA,T1
4010,2011-10-20,0.4458193802260925,4,1,Roth IRA,V1
4010,2011-10-20,0.42440388715687893,3,1,IRA,V1
4011,2011-01-07,0.38967678581046494,8,1,401k/403b,T1
4011,2011-01-07,0.4923253775161468,6,1,529,V1
4011,2011-01-07,0.6381633281300336,8,1,401k/403b,T1
4011,2011-06-03,0.6692896763765003,1,1,401k/403b,V1
4011,2011-10-02,0.5224054863132767,1,1,401k/403b,V1
4011,2011-10-02,0.7574714833514967,9,1,SEP IRA,T1
4011,2011-04-01,0.5296657821720635,2,1,SEP IRA,V1
4011,2011-10-18,0.40603825975709756,3,1,IRA,V1
4011,2010-11-30,0.7563647016193278,8,1,401k/403b,T1
4011,2010-11-30,0.6107591619174207,1,1,401k/403b,V1
4011,2011-04-15,0.5249258616565564,11,1,Roth IRA,T1
4011,2011-04-15,0.5440227735278452,8,1,401k/403b,T1
4011,2011-04-15,0.2407780634774787,1,1,401k/403b,V1
4011,2010-03-17,0.5920642818528503,12,1,401k/403b,T2
4011,2010-03-17,0.8352651911059479,8,1,401k/403b,T1
4011,2010-03-17,0.29667548577602176,7,1,ESA,V1
4011,2010-12-08,0.35090657867656383,8,1,401k/403b,T1
4012,2011-08-26,0.795549398406658,5,1,HSA,HSA
4012,2011-08-26,0.664334526543772,9,1,SEP IRA,T1
4012,2011-08-26,0.4660312752126834,11,1,Roth IRA,T1
4012,2011-08-26,0.6339132084776783,7,1,ESA,V1
4012,2010-05-10,0.5647787401618664,6,1,529,V1
4012,2011-11-22,0.8466643251221533,9,1,SEP IRA,T1
4012,2010-08-15,0.5089541559943667,2,1,SEP IRA,V1
4012,2010-08-15,0.5966292411520012,5,1,HSA,HSA
4012,2010-11-11,0.4088788709309379,8,1,401k/403b,T1
4012,2012-10-29,0.7154068742049152,9,1,SEP IRA,T1
4012,2012-10-29,0.5579067846714967,6,1,529,V1
4012,2010-12-13,0.6753824245674401,1,1,401k/403b,V1
4012,2010-12-13,0.8547196415251631,8,1,401k/403b,T1
4012,2011-10-23,0.5897923419306025,8,1,401k/403b,T1
4012,2011-10-23,0.7740527151793278,11,1,Roth IRA,T1
4012,2011-10-23,0.5390592348677932,1,1,401k/403b,V1
4012,2012-03-16,0.7994000637749369,4,1,Roth IRA,V1
4012,2012-03-16,0.4686869003250211,3,1,IRA,V1
4012,2012-09-16,0.9464026207179728,6,1,529,V1
4012,2011-06-28,0.8111281211426692,12,1,401k/403b,T2
4012,2011-06-28,0.344252464009527,11,1,Roth IRA,T1
4012,2011-06-28,0.6091297544759672,6,1,529,V1
4012,2011-08-02,0.2895850266736754,9,1,SEP IRA,T1
4012,2012-10-18,1.0246548156333186,9,1,SEP IRA,T1
4012,2012-10-18,0.7151858642468073,8,1,401k/403b,T1
4012,2012-10-18,0.8893261840579336,6,1,529,V1
4012,2012-12-25,1.1171781431755239,2,1,SEP IRA,V1
4012,2012-12-25,0.322154291747281,8,1,401k/403b,T1
4012,2012-12-25,0.4593439679879813,8,1,401k/403b,T1
4012,2011-04-19,0.45960140799924265,8,1,401k/403b,T1
4012,2011-04-19,0.6434487126977675,6,1,529,V1
4012,2011-04-19,0.8266000211302568,12,1,401k/403b,T2
4012,2012-12-19,0.9539923927673175,8,1,401k/403b,T1
4012,2012-12-19,0.8444031523648384,8,1,401k/403b,T1
4012,2012-12-19,0.6607081610410291,9,1,SEP IRA,T1
4012,2010-09-20,0.8844895478294696,1,1,401k/403b,V1
4012,2010-02-23,0.5581363653839719,4,1,Roth IRA,V1
4012,2010-02-23,0.6276375710539935,6,1,529,V1
4013,2010-05-09,0.8704343589315054,7,1,ESA,V1
4013,2010-03-10,0.77074441525836,7,1,ESA,V1
4013,2010-03-10,0.8183690667035116,6,1,529,V1
4013,2012-06-18,0.9597231802466468,1,1,401k/403b,V1
4013,2012-08-09,0.7655858919482026,12,1,401k/403b,T2
4013,2012-08-09,0.6801887126316444,7,1,ESA,V1
4013,2012-08-09,0.8570029688635206,6,1,529,V1
4013,2010-09-24,0.5650852589281344,7,1,ESA,V1
4013,2012-12-28,0.8152380220520519,7,1,ESA,V1
4013,2012-09-10,0.7495032666046604,1,1,401k/403b,V1
4013,2011-11-02,0.6789603434228456,6,1,529,V1
4013,2010-02-26,0.6961527247341918,7,1,ESA,V1
4013,2010-02-26,0.5336403713192981,11,1,Roth IRA,T1
4013,2010-06-25,0.8541628719343475,6,1,529,V1
4013,2010-05-14,0.8660966912950253,7,1,ESA,V1
4013,2012-11-19,0.8777754255442816,7,1,ESA,V1
4013,2012-11-19,0.7383551696445778,6,1,529,V1
4013,2012-02-19,0.5551505065370117,6,1,529,V1
4014,2012-07-13,0.4802167521524118,2,1,SEP IRA,V1
4014,2012-07-13,0.5323807897459497,10,1,IRA,T1
4014,2012-07-13,0.718294737320938,5,1,HSA,HSA
4014,2012-07-13,0.627466111232966,8,1,401k/403b,T1
4014,2010-07-26,0.4534727059368125,5,1,HSA,HSA
4014,2010-07-26,0.48002965923044233,12,1,401k/403b,T2
4014,2011-04-13,0.3463908455572984,1,1,401k/403b,V1
4014,2011-04-13,0.5338040245410709,7,1,ESA,V1
4014,2011-04-13,0.41568548040928377,12,1,401k/403b,T2
4014,2011-06-28,0.5492254378365273,5,1,HSA,HSA
4014,2011-06-28,0.4329924375132018,4,1,Roth IRA,V1
4014,2011-06-28,0.40802145244220983,9,1,SEP IRA,T1
4014,2011-06-28,0.37193566552564783,6,1,529,V1
4014,2010-03-09,0.3107742059955182,2,1,SEP IRA,V1
4014,2010-03-09,0.46629016719036065,12,1,401k/403b,T2
4014,2011-09-05,0.5094663056664898,9,1,SEP IRA,T1
4014,2011-09-05,0.6202097791376568,9,1,SEP IRA,T1
4014,2011-09-05,0.4517318900597632,4,1,Roth IRA,V1
4014,2012-09-26,0.7429033014646363,8,1,401k/403b,T1
4014,2012-09-26,0.43704585726902784,1,1,401k/403b,V1
4014,2010-11-09,0.5392845956510302,10,1,IRA,T1
4014,2011-02-20,0.6197502707542568,7,1,ESA,V1
4014,2011-02-20,0.6934506999434168,9,1,SEP IRA,T1
4014,2011-05-14,0.5428094621367392,10,1,IRA,T1
4014,2011-05-14,0.20441771973126932,2,1,SEP IRA,V1
4014,2011-06-07,0.3928402383967724,7,1,ESA,V1
4014,2010-01-14,0.5299626147860123,2,1,SEP IRA,V1
4014,2010-01-14,0.3445981142449153,5,1,HSA,HSA
4014,2012-05-23,0.21424662832085561,5,1,HSA,HSA
4014,2012-03-14,0.685988609084494,12,1,401k/403b,T2
4014,2012-03-14,0.49361767608268114,5,1,HSA,HSA
4014,2012-03-14,0.48478316834669033,5,1,HSA,HSA
4014,2011-10-01,0.3774812647838447,8,1,401k/403b,T1
4014,2010-08-09,0.45661982117192385,11,1,Roth IRA,T1
4014,2010-12-12,0.4230051817332703,1,1,401k/403b,V1
4014,2010-12-12,0.31701666397243833,10,1,IRA,T1
4014,2012-05-07,0.5505247386999589,8,1,401k/403b,T1
4014,2011-09-28,0.5774806487188489,8,1,401k/403b,T1
4014,2012-10-12,0.4062246178865276,2,1,SEP IRA,V1
4014,2010-04-26,0.388445946325416,12,1,401k/403b,T2
4014,2010-09-27,0.4683077463542633,7,1,ESA,V1
4014,2012-02-01,0.4507524427958882,7,1,ESA,V1
4014,2011-10-10,0.34296910662949,12,1,401k/403b,T2
4014,2011-10-10,0.30691741779313997,12,1,401k/403b,T2
4014,2012-02-10,0.4845539474803813,3,1,IRA,V1
4014,2012-02-10,0.5508805929245342,10,1,IRA,T1
4014,2012-08-11,0.4659455112757132,5,1,HSA,HSA
4014,2012-08-11,0.26402839137192075,12,1,401k/403b,T2
4014,2012-06-28,0.3529527419535725,3,1,IRA,V1
4014,2012-06-28,0.38817918216540576,12,1,401k/403b,T2
4014,2010-01-02,0.47162565839299403,11,1,Roth IRA,T1
4015,2010-12-03,0.7374648722819355,2,1,SEP IRA,V1
4015,2010-12-03,0.6782846886316944,11,1,Roth IRA,T1
4015,2012-10-08,0.7258023897607572,6,1,529,V1
4015,2011-02-04,0.772153670502751,2,1,SEP IRA,V1
4015,2010-07-13,0.602007163863969,2,1,SEP IRA,V1
4015,2010-07-13,0.8551691627275199,7,1,ESA,V1
4015,2012-05-09,0.7219955055999288,6,1,529,V1
4015,2012-10-31,0.7838039851791152,2,1,SEP IRA,V1
4015,2010-10-13,0.862149217202047,4,1,Roth IRA,V1
4015,2010-05-06,0.8727658529936254,7,1,ESA,V1
4015,2010-05-20,0.6026017782603627,12,1,401k/403b,T2
4015,2011-02-24,0.8451169159887328,7,1,ESA,V1
4015,2011-02-24,0.7132048650845678,12,1,401k/403b,T2
4015,2012-06-21,0.6569866327250915,7,1,ESA,V1
4015,2010-05-29,0.8065352320405178,7,1,ESA,V1
4015,2010-05-29,0.6764963550445424,12,1,401k/403b,T2
4015,2010-05-29,0.8456773762419135,9,1,SEP IRA,T1
4015,2011-09-02,0.6432989172425267,12,1,401k/403b,T2
4015,2011-09-02,0.9889858406689755,8,1,401k/403b,T1
4015,2012-10-24,0.8973710568763585,7,1,ESA,V1
4015,2012-10-24,0.9367524230401717,6,1,529,V1
4015,2012-12-14,0.8995686261574007,6,1,529,V1
4016,2012-01-10,0.7191903102937574,4,1,Roth IRA,V1
4016,2012-01-10,0.49447351477245427,5,1,HSA,HSA
4016,2010-01-12,0.7894113585739011,7,1,ESA,V1
4016,2012-05-01,0.8478392522914431,6,1,529,V1
4016,2010-08-15,0.5581572179331067,5,1,HSA,HSA
4016,2010-08-15,0.7868229660077896,12,1,401k/403b,T2
4016,2010-03-09,0.5294580375645259,4,1,Roth IRA,V1
4016,2010-03-09,0.7937766120710511,8,1,401k/403b,T1
4016,2010-03-09,1.0193418459920913,2,1,SEP IRA,V1
4016,2011-04-14,0.4508534498063633,6,1,529,V1
4016,2011-04-14,0.9029545794810683,3,1,IRA,V1
4016,2011-04-14,0.8412404945048898,3,1,IRA,V1
4016,2011-04-14,0.5834249354633037,7,1,ESA,V1
4016,2010-08-18,0.5756235965742,6,1,529,V1
4016,2012-05-19,0.7797433153440152,3,1,IRA,V1
4016,2011-02-21,0.6222953424807424,7,1,ESA,V1
4016,2011-02-21,0.46464392919025854,1,1,401k/403b,V1
4016,2011-02-21,1.0462335078412721,8,1,401k/403b,T1
4016,2011-02-21,0.3119314673290283,7,1,ESA,V1
4016,2011-02-21,0.7201676730655018,8,1,401k/403b,T1
4016,2011-01-20,0.8191021578931055,12,1,401k/403b,T2
4016,2011-01-20,0.7558931437327001,6,1,529,V1
4017,2012-07-27,0.42445927079113976,9,1,SEP IRA,T1
4017,2012-07-27,0.4528706366141782,12,1,401k/403b,T2
4017,2011-08-12,0.3815759711237653,12,1,401k/403b,T2
4017,2011-09-01,0.38989489706632974,1,1,401k/403b,V1
4017,2012-02-12,0.5644130829421575,8,1,401k/403b,T1
4017,2012-02-12,0.43940724934576114,12,1,401k/403b,T2
4017,2012-12-04,0.5529737646797909,9,1,SEP IRA,T1
4017,2012-11-26,0.4636353065739454,8,1,401k/403b,T1
4017,2012-11-26,0.30980138109565114,1,1,401k/403b,V1
4017,2012-11-26,0.7660844519288499,8,1,401k/403b,T1
4017,2012-10-06,0.30058268341115446,5,1,HSA,HSA
4017,2012-10-06,0.16490159037583363,8,1,401k/403b,T1
4018,2010-09-29,0.8393137269343918,6,1,529,V1
4018,2011-03-28,1.027777215539813,1,1,401k/403b,V1
4018,2010-12-08,0.82736762704327,4,1,Roth IRA,V1
4018,2010-12-08,0.6634988843912348,12,1,401k/403b,T2
4018,2012-01-24,0.6892065656484679,8,1,401k/403b,T1
4018,2012-08-14,0.827682589174914,1,1,401k/403b,V1
4018,2012-12-21,0.7450970146900926,1,1,401k/403b,V1
4018,2010-03-01,0.24445605147994715,2,1,SEP IRA,V1
4018,2010-03-01,0.6992028318119565,6,1,529,V1
4018,2012-04-27,0.7278098704323125,7,1,ESA,V1
4018,2010-06-25,0.6351226313739695,11,1,Roth IRA,T1
4019,2012-02-01,0.5688619843773879,8,1,401k/403b,T1
4020,2011-11-01,0.31210579227838076,1,1,401k/403b,V1
4020,2011-11-01,0.4213367153689283,12,1,401k/403b,T2
4020,2012-01-27,0.668716411110253,1,1,401k/403b,V1
4020,2012-01-27,0.3300782496202587,12,1,401k/403b,T2
4020,2012-01-27,0.36391788001748004,5,1,HSA,HSA
4020,2012-01-27,0.4334630629283194,11,1,Roth IRA,T1
4021,2011-09-05,0.4457417620280172,4,1,Roth IRA,V1
4021,2011-09-05,0.350824053918503,1,1,401k/403b,V1
4021,2011-09-05,0.41418432360606994,5,1,HSA,HSA
4021,2011-09-05,0.5509290588128121,4,1,Roth IRA,V1
4022,2012-10-18,0.44671752304587464,9,1,SEP IRA,T1
4022,2012-10-18,0.6013394511161413,8,1,401k/403b,T1
4022,2012-10-18,0.6891334102440478,7,1,ESA,V1
4022,2012-10-04,0.46282835701592834,12,1,401k/403b,T2
4022,2010-09-05,0.9211406017156722,8,1,401k/403b,T1
4022,2010-11-30,0.5123747038123634,1,1,401k/403b,V1
4022,2010-11-30,0.6495686698204077,6,1,529,V1
4022,2012-11-01,0.31920323465560996,7,1,ESA,V1
4022,2012-11-01,0.623993772299877,10,1,IRA,T1
4022,2012-11-01,0.43647068894154073,12,1,401k/403b,T2
4023,2012-06-08,0.622935687782443,11,1,Roth IRA,T1
4023,2011-02-11,0.5746872493547007,1,1,401k/403b,V1
4023,2011-11-12,0.38854958276903706,4,1,Roth IRA,V1
4023,2011-04-10,0.06880690072605622,5,1,HSA,HSA
4023,2011-04-10,0.44289003258403636,12,1,401k/403b,T2
4023,2011-04-10,0.5307728619572115,3,1,IRA,V1
4023,2012-06-17,0.7202248145278171,8,1,401k/403b,T1
4023,2012-06-17,0.43097454215943687,5,1,HSA,HSA
4023,2012-06-17,0.5453063499444062,11,1,Roth IRA,T1
4023,2012-06-17,0.3401805687542618,5,1,HSA,HSA
4024,2012-07-17,0.20950281462159748,8,1,401k/403b,T1
4024,2010-06-24,1.0615224303822346,1,1,401k/403b,V1
4024,2010-06-24,0.5621113617084648,6,1,529,V1
4024,2012-05-27,0.46931981529897837,11,1,Roth IRA,T1
4024,2012-05-27,0.7601768003661827,12,1,401k/403b,T2
4024,2012-05-27,0.6105569594526942,8,1,401k/403b,T1
4024,2012-05-27,1.0568524473233396,6,1,529,V1
4024,2012-05-27,0.935943064312985,7,1,ESA,V1
4024,2012-12-12,1.0674868894991378,8,1,401k/403b,T1
4024,2012-12-12,1.3462333402377935,1,1,401k/403b,V1
4024,2011-11-18,0.914865200174809,2,1,SEP IRA,V1
4024,2010-07-08,0.5963327645248737,1,1,401k/403b,V1
4024,2011-04-13,0.6570882948993035,5,1,HSA,HSA
4024,2011-01-15,0.6971364048950403,6,1,529,V1
4024,2011-01-15,0.5991290516630597,5,1,HSA,HSA
4024,2010-10-08,0.7529646060718912,7,1,ESA,V1
4024,2010-10-08,0.9486560802444517,12,1,401k/403b,T2
4024,2010-03-19,0.8076217503082135,2,1,SEP IRA,V1
4024,2011-05-07,0.5555230239810867,8,1,401k/403b,T1
4024,2011-05-07,0.7002120785951009,1,1,401k/403b,V1
4024,2012-05-27,0.389972108950736,1,1,401k/403b,V1
4024,2012-05-27,0.5074408174285209,1,1,401k/403b,V1
4024,2012-12-28,0.5692533987757731,1,1,401k/403b,V1
4024,2012-10-04,0.8520961039042647,6,1,529,V1
4024,2012-10-04,0.3602416154703613,6,1,529,V1
4024,2011-01-19,0.3511193536869112,9,1,SEP IRA,T1
4024,2011-01-19,0.9795758723300532,9,1,SEP IRA,T1
4024,2011-01-19,0.8193888513596288,3,1,IRA,V1
4024,2011-01-19,0.5529131527559693,2,1,SEP IRA,V1
4024,2010-08-11,0.4732162764237173,9,1,SEP IRA,T1
4024,2012-12-10,0.6374351209702657,11,1,Roth IRA,T1
4024,2012-12-10,0.5635700672540562,6,1,529,V1
4024,2012-12-10,0.55984615012047,8,1,401k/403b,T1
4024,2011-07-28,0.5216338368999843,6,1,529,V1
4025,2012-11-12,0.7955904080118207,12,1,401k/403b,T2
4025,2012-11-12,1.0031279512284883,12,1,401k/403b,T2
4025,2010-07-09,0.6382959974404993,6,1,529,V1
4025,2010-07-09,0.6772215475454404,6,1,529,V1
4025,2010-07-09,0.7278775675920327,2,1,SEP IRA,V1
4025,2010-08-17,0.7664763086272796,1,1,401k/403b,V1
4025,2012-01-29,0.8991542760605563,11,1,Roth IRA,T1
4025,2012-06-07,0.6963678953004275,6,1,529,V1
4025,2012-06-07,0.9929832119761245,1,1,401k/403b,V1
4025,2012-02-26,0.7804606437029972,1,1,401k/403b,V1
4025,2012-02-26,0.8313683727424098,6,1,529,V1
4026,2010-04-15,0.5178173427280295,10,1,IRA,T1
4026,2011-12-22,0.5116616208530933,10,1,IRA,T1
4026,2010-10-04,0.1985027393196397,6,1,529,V1
4026,2010-05-08,0.6522895008459353,4,1,Roth IRA,V1
4026,2010-05-08,0.46075082050891414,11,1,Roth IRA,T1
4026,2010-05-08,0.28428308437638583,8,1,401k/403b,T1
4026,2010-03-06,0.459502872166362,5,1,HSA,HSA
4026,2010-03-06,0.4737310952983445,5,1,HSA,HSA
4026,2011-01-07,0.5598613448720715,12,1,401k/403b,T2
4026,2011-07-14,0.5391113200637732,1,1,401k/403b,V1
4026,2011-07-14,0.5892933565205452,5,1,HSA,HSA
4026,2011-07-14,0.29401005910633227,1,1,401k/403b,V1
4026,2011-07-14,0.029598421558276855,10,1,IRA,T1
4027,2011-02-19,0.343884541684787,5,1,HSA,HSA
4027,2011-04-25,0.555298612174379,1,1,401k/403b,V1
4027,2010-01-28,0.603462665458664,4,1,Roth IRA,V1
4027,2010-01-28,0.6724748407597492,4,1,Roth IRA,V1
4027,2012-01-15,0.8201333295206827,12,1,401k/403b,T2
4027,2012-01-15,0.444087084871867,8,1,401k/403b,T1
4027,2012-01-15,0.6402944192036824,8,1,401k/403b,T1
4027,2010-12-28,0.40561328079714043,8,1,401k/403b,T1
4027,2012-05-28,0.5390376711155579,12,1,401k/403b,T2
4027,2012-05-28,0.6197700436277024,8,1,401k/403b,T1
4027,2012-05-28,0.5790566042310462,5,1,HSA,HSA
4027,2011-03-13,0.40326817836161255,5,1,HSA,HSA
4027,2011-03-13,0.5257267176766776,5,1,HSA,HSA
